,Regular,Method1,Method2
1,10000,9943,3655
51,10000,0,0
101,10000,0,0
151,10000,0,0
201,10000,0,0
251,10000,0,0
301,10000,0,0
351,10000,0,0
401,10000,0,0
451,10000,0,0
